JJ_CTRL_1	BM_CTRL_2	BM_CTRL_3	BM_AMIL_1	BM_AMIL_2	BM_AMIL_3	BM_CTRL_1	JJ_CTRL_2	JJ_CTRL_3	JJ_AMIL_1	JJ_AMIL_2	JJ_AMIL_3	BM_TG_1	BM_TG_2	BM_TG_3	JJ_TG_1	JJ_TG_2	JJ_TG_3
ENSG00000257288	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257298	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0
ENSG00000257300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257302	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
ENSG00000257303	17	20	20	6	4	1	19	26	9	15	22	24	15	11	12	25	47	19
ENSG00000257307	65	69	52	64	82	43	61	145	111	54	92	78	1	0	0	0	1	0
ENSG00000257308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257315	479	582	773	1675	2001	1234	199	298	220	439	700	626	478	358	466	157	330	234
ENSG00000257316	2	3	8	11	6	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257327	15	19	29	7	4	2	19	36	14	12	16	13	10	8	8	9	28	4
ENSG00000257329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257331	13	31	37	14	49	16	9	17	7	11	11	11	0	0	0	0	0	0
ENSG00000257332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257335	1	4	3	444	668	417	0	0	0	15	16	24	20	22	23	0	1	0
ENSG00000257336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257337	109	167	228	9	6	3	48	65	44	11	15	20	74	68	119	42	56	46
ENSG00000257341	2	0	5	0	0	0	0	0	1	0	0	0	11	10	10	1	0	1
ENSG00000257342	4	2	5	1	5	2	1	1	1	3	4	3	6	3	5	1	3	1
ENSG00000257343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257345	0	0	0	7	6	4	0	0	0	0	0	0	4	1	3	0	0	0
ENSG00000257346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257350	57	69	105	60	106	79	42	57	28	28	55	42	1	0	0	0	0	0
ENSG00000257354	0	0	0	2	4	0	1	0	0	1	0	3	2	1	2	3	2	1
ENSG00000257355	0	0	5	0	1	0	2	2	0	0	1	1	2	3	2	0	2	1
ENSG00000257356	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000257357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257359	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257360	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257364	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000257365	265	368	444	406	534	460	185	244	133	137	218	233	257	191	256	144	202	130
ENSG00000257366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257376	19	17	30	32	26	24	21	30	14	5	19	18	0	0	0	0	0	0
ENSG00000257378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257381	0	0	0	0	0	0	0	0	0	0	0	0	3	2	6	1	4	2
ENSG00000257384	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257386	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000257389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257390	3	2	3	7	16	7	1	2	0	5	2	5	9	13	8	8	8	2
ENSG00000257391	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	13	2
ENSG00000257392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257400	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257408	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257415	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000257426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257432	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257433	26	19	25	22	16	4	20	11	12	19	16	36	87	60	97	60	65	48
ENSG00000257434	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257443	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257446	29	63	69	16	11	8	37	43	25	18	34	42	47	43	48	21	46	39
ENSG00000257449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257453	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257454	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000257456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257475	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000257476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257480	1	2	1	3	0	3	2	1	3	2	1	0	0	0	0	0	0	0
ENSG00000257482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257489	11	14	39	12	18	8	8	15	1	4	6	4	62	35	58	8	13	14
ENSG00000257493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257496	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257497	12	15	22	77	78	60	35	46	27	65	93	132	27	22	18	24	34	21
ENSG00000257499	171	238	318	243	239	229	40	56	31	49	70	70	187	151	186	30	40	39
ENSG00000257500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257501	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0
ENSG00000257503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257507	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257509	0	0	3	3	1	0	0	1	0	0	1	1	3	3	0	0	1	1
ENSG00000257510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257511	184	295	440	423	285	337	157	185	143	100	161	173	68	59	74	9	15	16
ENSG00000257512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257513	0	1	0	3	2	0	1	0	0	0	0	0	1	0	1	0	2	0
ENSG00000257514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257523	0	0	1	0	3	2	0	0	0	0	0	2	2	3	0	0	0	0
ENSG00000257524	94	101	162	183	230	117	0	0	1	0	1	0	168	144	187	0	1	2
ENSG00000257526	0	1	0	0	1	0	0	0	0	0	0	0	1	2	1	0	1	0
ENSG00000257527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257529	0	0	0	0	0	0	0	0	0	0	0	0	8	5	7	1	13	3
ENSG00000257530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257534	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000257539	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0
ENSG00000257541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257542	0	0	0	0	2	0	2	1	0	0	0	0	4	1	1	0	0	0
ENSG00000257543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257550	1	2	0	1	4	4	0	0	0	1	3	3	1	0	1	0	2	1
ENSG00000257551	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000257553	8	2	3	2	4	3	1	2	2	1	3	3	2	0	1	0	2	0
ENSG00000257556	13	19	31	8	0	0	1	2	0	1	0	1	10	8	14	0	1	0
ENSG00000257557	2	8	7	12	13	11	1	3	2	2	1	4	17	3	6	3	2	2
ENSG00000257558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257563	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000257564	89	67	101	113	118	58	31	34	21	37	56	59	1	0	0	0	0	0
ENSG00000257568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257572	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000257573	4	1	0	6	5	1	2	1	0	1	3	1	0	0	0	0	1	0
ENSG00000257576	1662	2352	2981	1693	1923	1041	1586	2137	1187	858	1727	1801	8	0	5	1	5	2
ENSG00000257579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257585	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000257586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257588	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257591	7	12	9	17	8	13	3	5	6	2	3	1	1	5	9	1	3	1
ENSG00000257594	10	12	19	9	8	5	20	33	15	18	35	37	9	3	5	13	23	20
ENSG00000257595	2	0	0	2	5	2	0	0	0	0	0	0	13	21	10	0	0	0
ENSG00000257596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257599	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257604	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257605	1	6	4	6	4	1	17	25	16	35	40	76	2	4	4	21	19	19
ENSG00000257607	5	5	1	1	1	0	23	25	12	12	25	20	7	9	3	17	22	15
ENSG00000257608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257611	5	9	8	16	14	12	7	7	5	6	11	8	0	0	0	0	1	0
ENSG00000257612	0	2	2	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0
ENSG00000257613	2	1	5	3	4	3	4	13	9	2	6	12	14	8	13	6	22	15
ENSG00000257614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257616	95	142	240	158	179	146	50	74	46	77	123	100	0	0	0	0	0	0
ENSG00000257621	787	1068	1416	1095	1053	767	448	598	398	380	564	792	1035	854	1060	460	921	655
ENSG00000257622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257624	1	1	3	2	0	1	0	1	0	0	0	0	3	3	2	0	0	0
ENSG00000257629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257635	0	0	0	2	0	0	1	1	0	1	2	2	0	0	0	0	0	0
ENSG00000257636	29	46	48	17	23	9	0	0	0	1	0	0	71	38	49	0	0	0
ENSG00000257639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257642	74	145	187	504	585	416	3	6	6	10	12	12	76	65	82	1	7	12
ENSG00000257643	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000257644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257653	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1
ENSG00000257654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000257658	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257660	0	0	5	2	0	1	2	2	0	2	0	2	0	0	0	0	1	1
ENSG00000257662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257663	3	3	5	6	8	1	0	0	2	1	1	0	4	1	3	1	0	2
ENSG00000257664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257674	0	0	0	1	0	0	64	86	58	45	81	77	0	1	0	0	0	0
ENSG00000257675	48	58	69	74	74	74	48	56	30	19	29	32	1	0	1	0	0	0
ENSG00000257677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257680	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257681	13	18	25	21	18	7	3	9	8	4	9	15	19	17	21	3	13	23
ENSG00000257682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257696	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000257698	236	442	323	721	970	681	189	214	158	115	252	196	471	501	520	168	370	176
ENSG00000257700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257702	305	438	527	507	486	318	50	79	54	71	110	150	584	455	443	52	78	59
ENSG00000257703	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ENSG00000257704	112	131	110	143	115	61	129	148	134	102	151	130	259	225	221	126	178	161
ENSG00000257711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257720	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257727	1648	2818	2771	2329	2113	1740	1258	1863	1160	1174	2321	2342	1692	1451	1793	990	1549	1089
ENSG00000257729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257730	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000257731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257735	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
ENSG00000257737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000257741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257742	637	893	1110	937	900	736	449	671	391	505	1004	1120	732	525	759	353	762	455
ENSG00000257743	0	0	1	10	7	4	0	0	0	1	1	4	0	0	0	0	0	0
ENSG00000257746	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257747	0	0	0	0	0	0	3	5	2	6	10	4	0	0	0	1	0	0
ENSG00000257748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257752	3	2	6	6	3	0	2	3	0	1	1	2	3	1	3	1	4	0
ENSG00000257754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257758	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257759	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000257761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000257766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257767	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0
ENSG00000257769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000257773	114	165	192	132	156	165	115	108	71	82	119	132	0	1	0	2	0	0
ENSG00000257777	0	1	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0
ENSG00000257779	13	26	17	43	35	24	7	8	4	13	17	13	0	0	0	0	0	0
ENSG00000257780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257790	6	9	24	9	10	9	5	14	6	3	12	8	0	0	0	0	0	0
ENSG00000257792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257800	90	160	202	183	203	125	25	28	15	19	30	36	156	135	183	11	43	31
ENSG00000257802	0	2	2	1	0	0	0	1	0	1	2	1	0	0	0	0	0	0
ENSG00000257803	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1
ENSG00000257807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257809	3	0	5	1	0	1	1	1	0	0	0	1	4	3	6	2	3	3
ENSG00000257813	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000257815	31	38	50	32	27	16	30	48	28	31	48	49	56	37	61	39	67	62
ENSG00000257817	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0
ENSG00000257818	3	1	3	1	0	0	0	2	0	0	0	0	0	0	1	0	2	0
ENSG00000257820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257826	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	1	1
ENSG00000257829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257838	0	1	0	0	2	3	0	0	1	0	2	1	3	0	1	0	4	1
ENSG00000257839	1	1	0	0	0	0	4	5	3	2	0	1	1	0	0	4	8	0
ENSG00000257842	1	2	0	4	7	7	0	5	9	1	5	6	0	2	2	5	6	7
ENSG00000257844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257846	13	19	20	8	16	7	9	19	16	12	18	20	0	0	0	0	0	0
ENSG00000257847	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257848	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000257849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257851	309	250	466	156	143	186	266	347	199	273	311	317	3	1	3	3	3	3
ENSG00000257852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257855	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257859	0	0	0	3	8	7	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000257860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
